"","contrast",".chain",".iteration",".draw",".value"
"1073","red - whi",NA,NA,1073,-0.31988254163658
"1074","red - whi",NA,NA,1074,-0.522795340589548
"1075","red - whi",NA,NA,1075,1.56007816917707
"1076","red - whi",NA,NA,1076,1.29887751787393
"1077","red - whi",NA,NA,1077,1.64210772072414
"1078","red - whi",NA,NA,1078,1.95679222446706
"1079","red - whi",NA,NA,1079,1.82391799479925
"1080","red - whi",NA,NA,1080,1.13859343230735
"1081","red - whi",NA,NA,1081,0.845754201193911
"1082","red - whi",NA,NA,1082,0.585495357113538
"1083","red - whi",NA,NA,1083,0.496483725747372
"1084","red - whi",NA,NA,1084,-0.368443749543112
"1085","red - whi",NA,NA,1085,1.33739758727798
"1086","red - whi",NA,NA,1086,1.39209368167421
"1087","red - whi",NA,NA,1087,1.10585405218124
"1088","red - whi",NA,NA,1088,-0.142936167268178
"1089","red - whi",NA,NA,1089,0.396895899786179
"1090","red - whi",NA,NA,1090,-0.270743939540662
"1091","red - whi",NA,NA,1091,-0.115135401818415
"1092","red - whi",NA,NA,1092,2.16947587095715
"1093","red - whi",NA,NA,1093,-0.413788737154958
"1094","red - whi",NA,NA,1094,-0.483136095054336
"1095","red - whi",NA,NA,1095,1.21592100939048
"1096","red - whi",NA,NA,1096,1.84198070550759
"1097","red - whi",NA,NA,1097,1.50500452533591
"1098","red - whi",NA,NA,1098,3.18362504341564
"1099","red - whi",NA,NA,1099,-0.31035173220636
"1100","red - whi",NA,NA,1100,-0.224689393359688
"1101","red - whi",NA,NA,1101,1.68980563598752
"1102","red - whi",NA,NA,1102,1.14186572089269
"1103","red - whi",NA,NA,1103,0.539216001872924
"1104","red - whi",NA,NA,1104,0.284347654178876
"1105","red - whi",NA,NA,1105,0.540686076763345
"1106","red - whi",NA,NA,1106,-0.107893790083662
"1107","red - whi",NA,NA,1107,1.58271315118829
"1108","red - whi",NA,NA,1108,1.61978814510353
"1109","red - whi",NA,NA,1109,0.46970152349075
"1110","red - whi",NA,NA,1110,0.862515355137414
"1111","red - whi",NA,NA,1111,-0.0886691137679374
"1112","red - whi",NA,NA,1112,0.261226011607419
"1113","red - whi",NA,NA,1113,-0.482673390373845
"1114","red - whi",NA,NA,1114,0.819069704722232
"1115","red - whi",NA,NA,1115,0.00778440362501975
"1116","red - whi",NA,NA,1116,0.46674944144065
"1117","red - whi",NA,NA,1117,0.459451166012937
"1118","red - whi",NA,NA,1118,1.99615234103415
"1119","red - whi",NA,NA,1119,0.322359917422714
"1120","red - whi",NA,NA,1120,0.398596456075877
"1121","red - whi",NA,NA,1121,-1.08368036996825
"1122","red - whi",NA,NA,1122,0.086266224500638
"1123","red - whi",NA,NA,1123,-0.253703886925678
"1124","red - whi",NA,NA,1124,0.148925542925445
"1125","red - whi",NA,NA,1125,0.684084746533707
"1126","red - whi",NA,NA,1126,0.731212417151881
"1127","red - whi",NA,NA,1127,0.936048154933546
"1128","red - whi",NA,NA,1128,0.543227244727915
"1129","red - whi",NA,NA,1129,-0.468764979367379
"1130","red - whi",NA,NA,1130,0.1655738197666
"1131","red - whi",NA,NA,1131,-0.117130669175971
"1132","red - whi",NA,NA,1132,-3.53289952578832
"1133","red - whi",NA,NA,1133,-3.09488362418229
"1134","red - whi",NA,NA,1134,-3.13520631643353
"1135","red - whi",NA,NA,1135,-3.38714030462815
"1136","red - whi",NA,NA,1136,-2.45637291488602
"1137","red - whi",NA,NA,1137,2.78583443479124
"1138","red - whi",NA,NA,1138,-0.596821945634724
"1139","red - whi",NA,NA,1139,-0.569863978254076
"1140","red - whi",NA,NA,1140,0.184294056757454
"1141","red - whi",NA,NA,1141,0.157031506694394
"1142","red - whi",NA,NA,1142,-0.167884826825031
"1143","red - whi",NA,NA,1143,1.87141293423917
"1144","red - whi",NA,NA,1144,0.630679316508731
"1145","red - whi",NA,NA,1145,2.78989430794248
"1146","red - whi",NA,NA,1146,1.02460625562849
"1147","red - whi",NA,NA,1147,0.224303110931247
"1148","red - whi",NA,NA,1148,1.77503664919917
"1149","red - whi",NA,NA,1149,1.71493114101635
"1150","red - whi",NA,NA,1150,0.691943301194954
"1151","red - whi",NA,NA,1151,1.20540150181472
"1152","red - whi",NA,NA,1152,-0.0831953279530709
"1153","red - whi",NA,NA,1153,0.750781651069362
"1154","red - whi",NA,NA,1154,0.882301618772546
"1155","red - whi",NA,NA,1155,0.946331598266443
"1156","red - whi",NA,NA,1156,0.0175300407058066
"1157","red - whi",NA,NA,1157,-0.151463142581475
"1158","red - whi",NA,NA,1158,-0.247053208503371
"1159","red - whi",NA,NA,1159,-0.0889025649242275
"1160","red - whi",NA,NA,1160,0.478444158828075
"1161","red - whi",NA,NA,1161,1.24559014311098
"1162","red - whi",NA,NA,1162,1.66626379743606
"1163","red - whi",NA,NA,1163,1.06738363586532
"1164","red - whi",NA,NA,1164,0.660172035550899
"1165","red - whi",NA,NA,1165,0.0136943232966795
"1166","red - whi",NA,NA,1166,1.41077095556431
"1167","red - whi",NA,NA,1167,0.836558163666927
"1168","red - whi",NA,NA,1168,0.619138673697037
"1169","red - whi",NA,NA,1169,1.08294343281017
"1170","red - whi",NA,NA,1170,0.681822915025509
"1171","red - whi",NA,NA,1171,-0.192491720852626
"1172","red - whi",NA,NA,1172,0.929233865581157
"1173","red - whi",NA,NA,1173,0.974017425857541
"1174","red - whi",NA,NA,1174,-0.409195597548055
"1175","red - whi",NA,NA,1175,0.743510324115477
"1176","red - whi",NA,NA,1176,0.271760527982693
"1177","red - whi",NA,NA,1177,-0.0518891883733457
"1178","red - whi",NA,NA,1178,-1.19045395286327
"1179","red - whi",NA,NA,1179,-0.763021704656161
"1180","red - whi",NA,NA,1180,0.0571715619588422
"1181","red - whi",NA,NA,1181,-0.313246276551317
"1182","red - whi",NA,NA,1182,-0.0683398490161558
"1183","red - whi",NA,NA,1183,2.23005860506894
"1184","red - whi",NA,NA,1184,2.40639799422801
"1185","red - whi",NA,NA,1185,4.25032995752333
"1186","red - whi",NA,NA,1186,3.35417397822196
"1187","red - whi",NA,NA,1187,3.3795515868869
"1188","red - whi",NA,NA,1188,1.1524001665203
"1189","red - whi",NA,NA,1189,-1.15922905051796
"1190","red - whi",NA,NA,1190,-0.473477977830286
"1191","red - whi",NA,NA,1191,0.423895304305144
"1192","red - whi",NA,NA,1192,0.308659401212209
"1193","red - whi",NA,NA,1193,-0.532664648044069
"1194","red - whi",NA,NA,1194,-0.718719695615599
"1195","red - whi",NA,NA,1195,0.222441464272536
"1196","red - whi",NA,NA,1196,-0.0770055836445685
"1197","red - whi",NA,NA,1197,0.315993085070336
"1198","red - whi",NA,NA,1198,0.708792279849799
"1199","red - whi",NA,NA,1199,0.964005522100875
"1200","red - whi",NA,NA,1200,1.01819382164924
"1201","red - whi",NA,NA,1201,1.23080389963553
"1202","red - whi",NA,NA,1202,-0.112866155815879
"1203","red - whi",NA,NA,1203,0.827861980053679
"1204","red - whi",NA,NA,1204,0.447153968940125
"1205","red - whi",NA,NA,1205,1.0144299517855
"1206","red - whi",NA,NA,1206,-0.231929035179394
"1207","red - whi",NA,NA,1207,0.961055865191557
"1208","red - whi",NA,NA,1208,0.292054570529588
"1209","red - whi",NA,NA,1209,0.441806212638728
"1210","red - whi",NA,NA,1210,0.415705551745523
"1211","red - whi",NA,NA,1211,1.53567451519203
"1212","red - whi",NA,NA,1212,1.03572439097267
"1213","red - whi",NA,NA,1213,1.74990657796027
"1214","red - whi",NA,NA,1214,0.722217334710725
"1215","red - whi",NA,NA,1215,2.64483066265226
"1216","red - whi",NA,NA,1216,0.524184614442161
"1217","red - whi",NA,NA,1217,0.623637802848296
"1218","red - whi",NA,NA,1218,-0.735910707673067
"1219","red - whi",NA,NA,1219,-0.138699367984109
"1220","red - whi",NA,NA,1220,-0.813129678665918
"1221","red - whi",NA,NA,1221,0.850008722476516
"1222","red - whi",NA,NA,1222,-0.232582158317667
"1223","red - whi",NA,NA,1223,0.373178014068376
"1224","red - whi",NA,NA,1224,0.828130300763545
"1225","red - whi",NA,NA,1225,0.586565059499891
"1226","red - whi",NA,NA,1226,-0.614010136741255
"1227","red - whi",NA,NA,1227,-1.18516102345019
"1228","red - whi",NA,NA,1228,1.71757971309582
"1229","red - whi",NA,NA,1229,1.36792294189232
"1230","red - whi",NA,NA,1230,0.710039464896057
"1231","red - whi",NA,NA,1231,1.35519398927913
"1232","red - whi",NA,NA,1232,1.01268294720136
"1233","red - whi",NA,NA,1233,-0.0526670490213915
"1234","red - whi",NA,NA,1234,-0.0806733977735732
"1235","red - whi",NA,NA,1235,0.36949759071216
"1236","red - whi",NA,NA,1236,0.60566139339509
"1237","red - whi",NA,NA,1237,0.535034524648774
"1238","red - whi",NA,NA,1238,0.880623962317617
"1239","red - whi",NA,NA,1239,-1.46398171763115
"1240","red - whi",NA,NA,1240,2.21559552809155
"1241","red - whi",NA,NA,1241,0.676333043868524
"1242","red - whi",NA,NA,1242,0.831001102718038
"1243","red - whi",NA,NA,1243,0.551111232787669
"1244","red - whi",NA,NA,1244,0.0884682680273833
"1245","red - whi",NA,NA,1245,-0.571583105522647
"1246","red - whi",NA,NA,1246,-0.182376136388567
"1247","red - whi",NA,NA,1247,-0.280916949090595
"1248","red - whi",NA,NA,1248,1.94985328508053
"1249","red - whi",NA,NA,1249,0.837963649088368
"1250","red - whi",NA,NA,1250,0.696520224265184
"1251","red - whi",NA,NA,1251,0.37201265045092
"1252","red - whi",NA,NA,1252,0.989251643138865
"1253","red - whi",NA,NA,1253,0.604422873185629
"1254","red - whi",NA,NA,1254,1.39946556632949
"1255","red - whi",NA,NA,1255,1.23144237398184
"1256","red - whi",NA,NA,1256,1.39080280494827
"1257","red - whi",NA,NA,1257,1.62969552350881
"1258","red - whi",NA,NA,1258,1.66784468425761
"1259","red - whi",NA,NA,1259,1.32492549318761
"1260","red - whi",NA,NA,1260,1.2001332103779
"1261","red - whi",NA,NA,1261,0.917223598249231
"1262","red - whi",NA,NA,1262,0.709920724160606
"1263","red - whi",NA,NA,1263,0.458946326965411
"1264","red - whi",NA,NA,1264,0.18734285444655
"1265","red - whi",NA,NA,1265,0.905377337033985
"1266","red - whi",NA,NA,1266,0.647978876474155
"1267","red - whi",NA,NA,1267,0.921555157327483
"1268","red - whi",NA,NA,1268,0.445486864808233
"1269","red - whi",NA,NA,1269,0.958311428581967
"1270","red - whi",NA,NA,1270,1.52967652903432
"1271","red - whi",NA,NA,1271,0.891226267748749
"1272","red - whi",NA,NA,1272,1.11896143872735
"1273","red - whi",NA,NA,1273,-1.05622256201933
"1274","red - whi",NA,NA,1274,1.66760967741119
"1275","red - whi",NA,NA,1275,0.81547695139906
"1276","red - whi",NA,NA,1276,0.713374193661319
"1277","red - whi",NA,NA,1277,1.21735329107329
"1278","red - whi",NA,NA,1278,2.34324306260287
"1279","red - whi",NA,NA,1279,-3.07728050896988
"1280","red - whi",NA,NA,1280,-3.23850281099396
"1281","red - whi",NA,NA,1281,-2.36099014301043
"1282","red - whi",NA,NA,1282,-1.44921309271343
"1283","red - whi",NA,NA,1283,0.103774819731219
"1284","red - whi",NA,NA,1284,1.04592982057261
"1285","red - whi",NA,NA,1285,1.06745630933003
"1286","red - whi",NA,NA,1286,0.921807020998121
"1287","red - whi",NA,NA,1287,0.243985792144238
"1288","red - whi",NA,NA,1288,0.0477851736556202
"1289","red - whi",NA,NA,1289,0.17546299567359
"1290","red - whi",NA,NA,1290,1.15811094880544
"1291","red - whi",NA,NA,1291,1.31472616243139
"1292","red - whi",NA,NA,1292,0.200822696025926
"1293","red - whi",NA,NA,1293,1.86995228134715
"1294","red - whi",NA,NA,1294,0.606488937012933
"1295","red - whi",NA,NA,1295,0.527386567523691
"1296","red - whi",NA,NA,1296,1.10493099393657
"1297","red - whi",NA,NA,1297,0.540315980430577
"1298","red - whi",NA,NA,1298,0.222864869367713
"1299","red - whi",NA,NA,1299,1.48514628501358
"1300","red - whi",NA,NA,1300,0.638564927550571
"1301","red - whi",NA,NA,1301,0.466264020430504
"1302","red - whi",NA,NA,1302,0.904545752707446
"1303","red - whi",NA,NA,1303,0.721241127237293
"1304","red - whi",NA,NA,1304,1.81976944740533
"1305","red - whi",NA,NA,1305,1.17559455989174
"1306","red - whi",NA,NA,1306,4.34908280662264
"1307","red - whi",NA,NA,1307,4.37424294689213
"1308","red - whi",NA,NA,1308,2.54474496463174
"1309","red - whi",NA,NA,1309,2.12756972550426
"1310","red - whi",NA,NA,1310,0.211977813064284
"1311","red - whi",NA,NA,1311,1.60788749205479
"1312","red - whi",NA,NA,1312,0.938486892359935
"1313","red - whi",NA,NA,1313,0.943052872448298
"1314","red - whi",NA,NA,1314,0.737747530912224
"1315","red - whi",NA,NA,1315,3.29716446182465
"1316","red - whi",NA,NA,1316,2.25865048861067
"1317","red - whi",NA,NA,1317,-1.69396253578862
"1318","red - whi",NA,NA,1318,1.60647503638819
"1319","red - whi",NA,NA,1319,0.927397374949962
"1320","red - whi",NA,NA,1320,1.12941356699911
"1321","red - whi",NA,NA,1321,0.694721272375564
"1322","red - whi",NA,NA,1322,1.27877426156117
"1323","red - whi",NA,NA,1323,0.786758830732162
"1324","red - whi",NA,NA,1324,0.831371503553434
"1325","red - whi",NA,NA,1325,0.818227464803896
"1326","red - whi",NA,NA,1326,1.60737661418667
"1327","red - whi",NA,NA,1327,0.636270582324164
"1328","red - whi",NA,NA,1328,-1.08238284175267
"1329","red - whi",NA,NA,1329,-0.249016293868093
"1330","red - whi",NA,NA,1330,-0.711896721610645
"1331","red - whi",NA,NA,1331,-1.54535674133715
"1332","red - whi",NA,NA,1332,-0.596829306803211
"1333","red - whi",NA,NA,1333,0.182859425006658
"1334","red - whi",NA,NA,1334,0.498169924310661
"1335","red - whi",NA,NA,1335,1.3331843283385
"1336","red - whi",NA,NA,1336,1.41280897034931
"1337","red - whi",NA,NA,1337,1.83265521609425
"1338","red - whi",NA,NA,1338,1.70388006845495
"1339","red - whi",NA,NA,1339,1.30905467084295
"1340","red - whi",NA,NA,1340,1.08293305298481
"1341","red - whi",NA,NA,1341,1.45680081715294
"1342","red - whi",NA,NA,1342,1.33772860860304
"1343","red - whi",NA,NA,1343,2.03068170720812
"1344","red - whi",NA,NA,1344,1.9567257752507
"1345","red - whi",NA,NA,1345,1.41132308867233
"1346","red - whi",NA,NA,1346,0.534406242915691
"1347","red - whi",NA,NA,1347,0.631753302373264
"1348","red - whi",NA,NA,1348,0.307242162493796
"1349","red - whi",NA,NA,1349,-0.85336173812426
"1350","red - whi",NA,NA,1350,-0.981542465145362
"1351","red - whi",NA,NA,1351,-1.54760435665667
"1352","red - whi",NA,NA,1352,-1.08435691255336
"1353","red - whi",NA,NA,1353,0.477736186586183
"1354","red - whi",NA,NA,1354,1.18888016196534
"1355","red - whi",NA,NA,1355,0.502518264612172
"1356","red - whi",NA,NA,1356,2.11332295605778
"1357","red - whi",NA,NA,1357,1.84533508040214
"1358","red - whi",NA,NA,1358,0.780575824572688
"1359","red - whi",NA,NA,1359,-1.11425620917774
"1360","red - whi",NA,NA,1360,1.55023304025761
"1361","red - whi",NA,NA,1361,0.876729906098764
"1362","red - whi",NA,NA,1362,0.749032625406798
"1363","red - whi",NA,NA,1363,1.01001643227663
"1364","red - whi",NA,NA,1364,1.17918496880761
"1365","red - whi",NA,NA,1365,1.10644837258925
"1366","red - whi",NA,NA,1366,0.889815936411088
"1367","red - whi",NA,NA,1367,1.86218869035874
"1368","red - whi",NA,NA,1368,1.42763167095346
"1369","red - whi",NA,NA,1369,0.572700547513206
"1370","red - whi",NA,NA,1370,0.718680428946027
"1371","red - whi",NA,NA,1371,1.70009926238634
"1372","red - whi",NA,NA,1372,1.5844614168216
"1373","red - whi",NA,NA,1373,0.766495101120688
"1374","red - whi",NA,NA,1374,0.554996617980339
"1375","red - whi",NA,NA,1375,0.599628033196585
"1376","red - whi",NA,NA,1376,-0.309312113308571
"1377","red - whi",NA,NA,1377,-0.600320121794912
"1378","red - whi",NA,NA,1378,0.489093048635901
"1379","red - whi",NA,NA,1379,0.379184393102601
"1380","red - whi",NA,NA,1380,0.18196718118087
"1381","red - whi",NA,NA,1381,-0.418521598319685
"1382","red - whi",NA,NA,1382,-1.90277758428366
"1383","red - whi",NA,NA,1383,0.424493725312381
"1384","red - whi",NA,NA,1384,-0.0501420514575968
"1385","red - whi",NA,NA,1385,-0.95650854289048
"1386","red - whi",NA,NA,1386,-0.171307625099342
"1387","red - whi",NA,NA,1387,-0.224436281748802
"1388","red - whi",NA,NA,1388,1.46679465297815
"1389","red - whi",NA,NA,1389,1.33294704221643
"1390","red - whi",NA,NA,1390,2.65504664909733
"1391","red - whi",NA,NA,1391,1.61122916218493
"1392","red - whi",NA,NA,1392,1.59669203125109
"1393","red - whi",NA,NA,1393,2.55382543958689
"1394","red - whi",NA,NA,1394,1.40474261331863
"1395","red - whi",NA,NA,1395,0.879435326040176
"1396","red - whi",NA,NA,1396,2.27450374960562
"1397","red - whi",NA,NA,1397,-1.83435204866218
"1398","red - whi",NA,NA,1398,-0.897175773359216
"1399","red - whi",NA,NA,1399,-0.773888658026625
"1400","red - whi",NA,NA,1400,-1.06677321259691
"1401","red - whi",NA,NA,1401,-0.317295454358653
"1402","red - whi",NA,NA,1402,-1.6596730113339
"1403","red - whi",NA,NA,1403,-0.675352201337353
"1404","red - whi",NA,NA,1404,-1.19097668250222
"1405","red - whi",NA,NA,1405,1.8792563026
"1406","red - whi",NA,NA,1406,0.959415875818336
"1407","red - whi",NA,NA,1407,0.964016673375045
"1408","red - whi",NA,NA,1408,-0.219864628022403
"1409","red - whi",NA,NA,1409,1.06341883455534
"1410","red - whi",NA,NA,1410,1.85661396481005
"1411","red - whi",NA,NA,1411,-0.219940620346183
"1412","red - whi",NA,NA,1412,-0.493071691374385
"1413","red - whi",NA,NA,1413,-0.866547788292599
"1414","red - whi",NA,NA,1414,0.375018874594329
"1415","red - whi",NA,NA,1415,0.535369554638835
"1416","red - whi",NA,NA,1416,0.488240231739994
"1417","red - whi",NA,NA,1417,0.343144595582662
"1418","red - whi",NA,NA,1418,0.164590958499609
"1419","red - whi",NA,NA,1419,0.474544272422673
"1420","red - whi",NA,NA,1420,0.601592181708947
"1421","red - whi",NA,NA,1421,0.0599161740353681
"1422","red - whi",NA,NA,1422,0.597581412461215
"1423","red - whi",NA,NA,1423,0.283212925052818
"1424","red - whi",NA,NA,1424,-0.141918336846165
"1425","red - whi",NA,NA,1425,-0.549357001427148
"1426","red - whi",NA,NA,1426,1.18475292996943
"1427","red - whi",NA,NA,1427,0.113869940576787
"1428","red - whi",NA,NA,1428,1.19810113126442
"1429","red - whi",NA,NA,1429,0.524294237480987
"1430","red - whi",NA,NA,1430,0.723725397611766
"1431","red - whi",NA,NA,1431,-0.609865225865997
"1432","red - whi",NA,NA,1432,0.75963137304494
"1433","red - whi",NA,NA,1433,-0.150593009139915
"1434","red - whi",NA,NA,1434,1.22633580504285
"1435","red - whi",NA,NA,1435,1.21930879415796
"1436","red - whi",NA,NA,1436,0.831549948747725
"1437","red - whi",NA,NA,1437,-1.7292651172666
"1438","red - whi",NA,NA,1438,-0.940706400152647
"1439","red - whi",NA,NA,1439,-1.11801057607591
"1440","red - whi",NA,NA,1440,-2.79745773317349
"1441","red - whi",NA,NA,1441,-0.635673259434813
"1442","red - whi",NA,NA,1442,0.838982974282687
"1443","red - whi",NA,NA,1443,0.904844202503655
"1444","red - whi",NA,NA,1444,1.42609387761856
"1445","red - whi",NA,NA,1445,0.354300112385476
"1446","red - whi",NA,NA,1446,0.941756981819208
"1447","red - whi",NA,NA,1447,0.969318302574558
"1448","red - whi",NA,NA,1448,0.707446579288536
"1449","red - whi",NA,NA,1449,0.604174385349584
"1450","red - whi",NA,NA,1450,0.281459715094704
"1451","red - whi",NA,NA,1451,0.424274655707349
"1452","red - whi",NA,NA,1452,0.2178409980317
"1453","red - whi",NA,NA,1453,0.95641130084746
"1454","red - whi",NA,NA,1454,0.758261268991244
"1455","red - whi",NA,NA,1455,-0.416940378645081
"1456","red - whi",NA,NA,1456,-0.718552348392747
"1457","red - whi",NA,NA,1457,-0.431719571320714
"1458","red - whi",NA,NA,1458,0.978307488173432
"1459","red - whi",NA,NA,1459,0.777166172557063
"1460","red - whi",NA,NA,1460,0.992373137126894
"1461","red - whi",NA,NA,1461,1.08298521705504
"1462","red - whi",NA,NA,1462,-0.432644234334097
"1463","red - whi",NA,NA,1463,0.267358046455219
"1464","red - whi",NA,NA,1464,0.122146429347003
"1465","red - whi",NA,NA,1465,-0.0882649703885669
"1466","red - whi",NA,NA,1466,-0.628279883815883
"1467","red - whi",NA,NA,1467,-0.60382229963822
"1468","red - whi",NA,NA,1468,0.652531216818445
"1469","red - whi",NA,NA,1469,0.628756197294818
"1470","red - whi",NA,NA,1470,1.02996797814301
"1471","red - whi",NA,NA,1471,2.1716966959013
"1472","red - whi",NA,NA,1472,1.19063364608914
"1473","red - whi",NA,NA,1473,1.4837578894032
"1474","red - whi",NA,NA,1474,1.35284524084034
"1475","red - whi",NA,NA,1475,1.10099376428974
"1476","red - whi",NA,NA,1476,0.918773886398769
"1477","red - whi",NA,NA,1477,0.971567583872596
"1478","red - whi",NA,NA,1478,1.70732761753673
"1479","red - whi",NA,NA,1479,-0.735848616462999
"1480","red - whi",NA,NA,1480,-1.24888834468764
"1481","red - whi",NA,NA,1481,-0.0382210643213245
"1482","red - whi",NA,NA,1482,-0.675660652251771
"1483","red - whi",NA,NA,1483,-0.412682831658974
"1484","red - whi",NA,NA,1484,2.55965159593117
"1485","red - whi",NA,NA,1485,2.28447186788143
"1486","red - whi",NA,NA,1486,0.101043069927748
"1487","red - whi",NA,NA,1487,0.388335713808136
"1488","red - whi",NA,NA,1488,1.03886010733516
"1489","red - whi",NA,NA,1489,1.77382774971565
"1490","red - whi",NA,NA,1490,0.0832182272437691
"1491","red - whi",NA,NA,1491,0.718578962638946
"1492","red - whi",NA,NA,1492,0.390372354825551
"1493","red - whi",NA,NA,1493,1.24076689526189
"1494","red - whi",NA,NA,1494,2.21449270208473
"1495","red - whi",NA,NA,1495,1.51953217863647
"1496","red - whi",NA,NA,1496,0.185173056508303
"1497","red - whi",NA,NA,1497,-0.285994807275055
"1498","red - whi",NA,NA,1498,0.90560702065701
"1499","red - whi",NA,NA,1499,1.10872078164478
"1500","red - whi",NA,NA,1500,1.68369141604955
"1501","red - whi",NA,NA,1501,0.612023119194488
"1502","red - whi",NA,NA,1502,0.996569950892211
"1503","red - whi",NA,NA,1503,1.51155531320991
"1504","red - whi",NA,NA,1504,1.65941718985344
"1505","red - whi",NA,NA,1505,2.59136744956599
"1506","red - whi",NA,NA,1506,2.11581976394168
"1507","red - whi",NA,NA,1507,1.70182226132949
"1508","red - whi",NA,NA,1508,-0.501567504156749
"1509","red - whi",NA,NA,1509,-0.0426962964186987
"1510","red - whi",NA,NA,1510,-0.708770164702479
"1511","red - whi",NA,NA,1511,-0.203697415581286
"1512","red - whi",NA,NA,1512,-0.794657975830279
"1513","red - whi",NA,NA,1513,-0.0736475471827489
"1514","red - whi",NA,NA,1514,-0.847860524921533
"1515","red - whi",NA,NA,1515,-0.147970778948125
"1516","red - whi",NA,NA,1516,0.624985865163796
"1517","red - whi",NA,NA,1517,-0.332847670559977
"1518","red - whi",NA,NA,1518,-0.755580050796918
"1519","red - whi",NA,NA,1519,-0.222010221121009
"1520","red - whi",NA,NA,1520,-1.26803247873137
"1521","red - whi",NA,NA,1521,2.5550668731312
"1522","red - whi",NA,NA,1522,2.88881205004617
"1523","red - whi",NA,NA,1523,-0.161239348950194
"1524","red - whi",NA,NA,1524,1.29002221371023
"1525","red - whi",NA,NA,1525,-0.356183772521113
"1526","red - whi",NA,NA,1526,0.385603487160531
"1527","red - whi",NA,NA,1527,0.257201711424207
"1528","red - whi",NA,NA,1528,0.304050749586136
"1529","red - whi",NA,NA,1529,-1.05230898050969
"1530","red - whi",NA,NA,1530,-1.42892532963993
"1531","red - whi",NA,NA,1531,-0.219450004174896
"1532","red - whi",NA,NA,1532,-2.58427438028033
"1533","red - whi",NA,NA,1533,1.69217298906077
"1534","red - whi",NA,NA,1534,1.25535636688989
"1535","red - whi",NA,NA,1535,2.12242527654344
"1536","red - whi",NA,NA,1536,-1.87781736373467
"1537","red - whi",NA,NA,1537,0.761487591900943
"1538","red - whi",NA,NA,1538,0.722468976096841
"1539","red - whi",NA,NA,1539,1.3114111224278
"1540","red - whi",NA,NA,1540,0.791339797447754
"1541","red - whi",NA,NA,1541,0.616641328110944
"1542","red - whi",NA,NA,1542,1.243304496141
"1543","red - whi",NA,NA,1543,2.01023074057646
"1544","red - whi",NA,NA,1544,0.556275504863626
"1545","red - whi",NA,NA,1545,0.730881759082661
"1546","red - whi",NA,NA,1546,1.22161628643269
"1547","red - whi",NA,NA,1547,0.5692520857605
"1548","red - whi",NA,NA,1548,1.19171707200266
"1549","red - whi",NA,NA,1549,-0.351939416489975
"1550","red - whi",NA,NA,1550,-1.30279242343927
"1551","red - whi",NA,NA,1551,-0.16220535032806
"1552","red - whi",NA,NA,1552,-0.523307285407547
"1553","red - whi",NA,NA,1553,-0.175303223283744
"1554","red - whi",NA,NA,1554,-0.722762927603601
"1555","red - whi",NA,NA,1555,-0.676957661139859
"1556","red - whi",NA,NA,1556,-0.420120959821507
"1557","red - whi",NA,NA,1557,-0.213048352263887
"1558","red - whi",NA,NA,1558,-0.94829102620558
"1559","red - whi",NA,NA,1559,-0.245994277632302
"1560","red - whi",NA,NA,1560,-0.936042458694382
"1561","red - whi",NA,NA,1561,-1.54367500489769
"1562","red - whi",NA,NA,1562,-1.80375355854452
"1563","red - whi",NA,NA,1563,-0.879980962399994
"1564","red - whi",NA,NA,1564,-1.10090481668951
"1565","red - whi",NA,NA,1565,-0.305101840455797
"1566","red - whi",NA,NA,1566,-0.29287846722811
"1567","red - whi",NA,NA,1567,0.231348610818423
"1568","red - whi",NA,NA,1568,-0.0473598471290218
"1569","red - whi",NA,NA,1569,0.260585407499628
"1570","red - whi",NA,NA,1570,-0.405950982983098
"1571","red - whi",NA,NA,1571,-0.167172406218901
"1572","red - whi",NA,NA,1572,0.122482724546449
"1573","red - whi",NA,NA,1573,-0.518995319349107
"1574","red - whi",NA,NA,1574,0.713976927526015
"1575","red - whi",NA,NA,1575,0.476604819500976
"1576","red - whi",NA,NA,1576,1.14732061537599
"1577","red - whi",NA,NA,1577,1.34958832230188
"1578","red - whi",NA,NA,1578,1.40654340895267
"1579","red - whi",NA,NA,1579,1.07856609995707
"1580","red - whi",NA,NA,1580,0.487527131892271
"1581","red - whi",NA,NA,1581,0.289774566723022
"1582","red - whi",NA,NA,1582,0.763240107150748
"1583","red - whi",NA,NA,1583,-0.352676639659956
"1584","red - whi",NA,NA,1584,-0.90281763021127
"1585","red - whi",NA,NA,1585,-0.360862251432265
"1586","red - whi",NA,NA,1586,-0.275283590892253
"1587","red - whi",NA,NA,1587,2.80943784897613
"1588","red - whi",NA,NA,1588,2.6397557911094
"1589","red - whi",NA,NA,1589,3.59680397262575
"1590","red - whi",NA,NA,1590,3.65162179787854
"1591","red - whi",NA,NA,1591,4.78868577804279
"1592","red - whi",NA,NA,1592,1.96564759760635
"1593","red - whi",NA,NA,1593,3.41494668170004
"1594","red - whi",NA,NA,1594,3.08834433790714
"1595","red - whi",NA,NA,1595,3.12487877416391
"1596","red - whi",NA,NA,1596,3.26525911494622
"1597","red - whi",NA,NA,1597,2.72152846093807
"1598","red - whi",NA,NA,1598,2.07120153532141
"1599","red - whi",NA,NA,1599,1.68032878359667
"1600","red - whi",NA,NA,1600,1.17728582444301
"1601","red - whi",NA,NA,1601,2.28847997030995
"1602","red - whi",NA,NA,1602,1.12990043545573
